repo,commit_hash
microsoft/QuantumLibraries,873edab42e525680868eae6bffec5fd4486791a7
microsoft/QuantumLibraries,29192992da72f51a5b0355332552f4d76deb21cd
quantumlib/Cirq,00f29904c6de484c6bd273fdca47bc80a0f84eba
microsoft/QuantumLibraries,e7f41f29998e13427d5bbecf8daaf967f452335a
microsoft/QuantumLibraries,e179e61f5110752850b14c1fed7996fd66d55506
microsoft/QuantumLibraries,9741ff42e72851dfc3ef276924be15c972400b86
microsoft/QuantumLibraries,77dd9fe97f1610cc171f8275b4cc9bf0b270ff3d
microsoft/QuantumLibraries,f5685e8334f1df4aa9a69e6d53595dc1f0b12f1e
microsoft/QuantumLibraries,543b2402a571c85f077a48cfa052482f3324efa5
microsoft/QuantumLibraries,805c727dc8d10e89fae7396251c7b01d4031d5fc
microsoft/QuantumLibraries,7d3f96ae7fbab1edf4c0b4a49a3840bb5beba723
microsoft/QuantumLibraries,f87f1e4e794c60ebe4e5dd9a032d38adb0f74ab6
microsoft/QuantumLibraries,98bd606e15c3925d063a9a987ad868ecda740dd7
microsoft/QuantumLibraries,f0ba73afda6b5e03eaaccdbc4e4c147cc71cb587
microsoft/QuantumLibraries,7cb7b09b3fd858d6863a901b487804280132775c
microsoft/QuantumLibraries,a23e3eafb20365e1cef00a499e73fe3df9281541
microsoft/QuantumLibraries,bb75af3caa54b99b6e68989fe9fb1de0cc6d0b65
microsoft/QuantumLibraries,f2bb6111058b6b90f954acc79d453edf88ddbe32
microsoft/QuantumLibraries,58a8b1eb35fdac3e980e52948bb56b6da2953076
microsoft/QuantumLibraries,d594c3d80853360fc78ab40b259897279187e7a3
microsoft/QuantumLibraries,5931336af22741129497f34b040c1766b345c2b8
microsoft/QuantumLibraries,45366289928af4abef8d57cfaf94758917a8a6cf
microsoft/QuantumLibraries,b8fd6fef4ae1cc05a6a07651f7950f359a13eaa9
microsoft/QuantumLibraries,ffb4749f4978fea534883ddcd9230b536f455ac0
microsoft/QuantumLibraries,f3999ab71a43d348289cc8436dd5ba8b19fe5cf9
microsoft/QuantumLibraries,dc9f97621da0f38eaf08f695761f9cb5dcb7c7be
microsoft/QuantumLibraries,44326a6ede381565be7ae3641341d88aa3cbe966
microsoft/QuantumLibraries,4b17eb2e430bd2165e9d0806197056f0fdae0534
microsoft/QuantumLibraries,ffa60b37aaf78538b55fd625d1687e632122e6d7
microsoft/QuantumLibraries,4d1c1b962212a83e4e6f259272dc0b0ef02b6de3
rigetti/pyquil,75a7c7428235e017ac6740e804cce64057bc3a95
xanaduai/strawberryfields,bcbafdd6c98dee67f4a1e3265a1a9c6a6117c81d
PennyLaneAI/pennylane,504c58d74a6496d9dc72fe1667bac656f2ada18b
microsoft/qsharp-runtime,cd360b3fad5477930122a7402f2ae473665dc505
qulacs/qulacs,acc9cd6b7d1e87da9dc301c7a8b7a7c06bd8ee43
Qiskit/qiskit-terra,0885e65b630204330113e5f7e570d84dec2ba293
Qiskit/qiskit-aer,bd00cf0e317a262f9b5cc500a07505a8323bc792
microsoft/qsharp-compiler,1ca68a9c43a9d6c05f7fb4cb1ce46295e70d6091
Qiskit/qiskit-ignis,2f47127a99b709af2ea1f844aeee8f1d90e49194
ProjectQ-Framework/ProjectQ,81752a9880a6527fbd3b6ebf17ba00fc564979f3
QE-Lab/OpenQL,a8494680613fc0912aa4bb9184d0a4d8b1f94a08
Qiskit/qiskit-aer,7de864cc989b354d0ad1febbd62b891270927b6b
eclipse/xacc,1d88e375a1ece7e7a45a75f052016869964f7659
Qiskit/qiskit-ignis,3c59f82c11e87c071bc7e84240b50e2aa995281f
dwavesystems/dwave-system,e8a1fefc86f560799ded9dfc19b54e70964db17b
PennyLaneAI/pennylane,2be326b640abedd382c7f2d1b6dd8f4f67b3d323
Qiskit/qiskit-aer,7fe4f9eadc835705c25c13c753b8550b199efa44
PennyLaneAI/pennylane,5ead345bf72bc58f1a7c015b24709e875342f485
PennyLaneAI/pennylane,382b4f58b3c22cc2cfbb84205087733228b54807
Qiskit/qiskit-ignis,838bc0f750d63b4ea14789fd174f9a10f51f61c2
PennyLaneAI/pennylane,2a79ae0261a1f0a3e6b80d046f7860ebac7c9a11
PennyLaneAI/pennylane,d57e5dbc3040247a647764460f66dd4c6c4ecd85
PennyLaneAI/pennylane,cfdb6f8a979a8b549a5446917f8c0fab029e0237
PennyLaneAI/pennylane,79852c904dd41a9d3384010a1b4ca7abeceb7b43
PennyLaneAI/pennylane,cde584afc1d26f41cafb6de692732dd3a0d61545
PennyLaneAI/pennylane,91997d73dd83fca9a8bdb4d36f3e987dbe051673
PennyLaneAI/pennylane,c1aa05760b9547dcf4620b74112d7a98a7652702
PennyLaneAI/pennylane,47b1dfff654dfa514aa655d8bca3d8a190dcbaf2
PennyLaneAI/pennylane,040a3580b243647826c23ae72c8731a837e6d2b8
PennyLaneAI/pennylane,ac3084edbb7787b657c53921dd55217ebecfc047
PennyLaneAI/pennylane,c9d7688180a2fede08b7b21ee1177b98cb88ae27
PennyLaneAI/pennylane,82d813548be40ef6a68af33c33ccd60293d6ce7e
PennyLaneAI/pennylane,7b1359241cb64f16ea6d2f9fdb924dfa8b8d5d5c
PennyLaneAI/pennylane,4260abd6d3cca54ed29c7ca9b20c9f49beac761d
PennyLaneAI/pennylane,349221782c932efcba76d512c817e86596c87215
PennyLaneAI/pennylane,e1a05d22eb38bbcfed18cbcbe3f245a0a1e39fe0
PennyLaneAI/pennylane,648d041de0fb42bfdf2e07efdcabab6ca7fe2a06
PennyLaneAI/pennylane,2544b4df13bc89144a8f4564dc5099fc62563e98
PennyLaneAI/pennylane,3ad60700f6ac2caad8780d1fa45546bd9a4c6e27
PennyLaneAI/pennylane,a839fcfad3b6329c09d14c7c8e7aee252d9a2052
PennyLaneAI/pennylane,8031ba9738f6264c5d56b9fbe18c1bcbec3b4d53
PennyLaneAI/pennylane,d4137e5e62ede653bf526b2941d8fa0537c83b59
PennyLaneAI/pennylane,8f8f195b7ba9fbc6cd3d20d2ee2c37c88667ac82
PennyLaneAI/pennylane,e7df9c41e3949b5175323ecc5a44aa1be1ae3d76
PennyLaneAI/pennylane,1962b5609d6f3f060a59d9e5ac70a0e06f28050b
PennyLaneAI/pennylane,d3d18d9b7446611d125c16bf40e5002b692863aa
PennyLaneAI/pennylane,c6057cff21e413fedb7950aa75bb88e618d0dd22
PennyLaneAI/pennylane,2623fcd74a5b5100d097babcebdd1a0bb0172d76
PennyLaneAI/pennylane,f82bf708dbbd98d030c8433cf82c058e84a8df4e
PennyLaneAI/pennylane,a04382f477b0db79cb4c8fd38ea0fdad4c792f58
PennyLaneAI/pennylane,348aac04114afd5b87504fd4643f821a11bd2ce0
PennyLaneAI/pennylane,9ca48e0025784652cde1e01c7f56d4b62107ee29
PennyLaneAI/pennylane,9e4217839a8fc1d48ef5483c4fd3c8c98cf8240e
PennyLaneAI/pennylane,f87e5c5fc1d67c3ec6c0a89b39ba9bd9bc0a6506
PennyLaneAI/pennylane,3822a2846f629b996896a4a0379270d83bc7c8df
PennyLaneAI/pennylane,ec26982f134a7e3a79cc6aa0dea18d363eb4f028
PennyLaneAI/pennylane,e8c350ab3365c08765bfb75ac02d6f44b2fb027e
PennyLaneAI/pennylane,7ee5990467b448cdd69cc881d6027ddb52654096
PennyLaneAI/pennylane,b547b74ecbb097cf9632501e32fbab214d5a0140
PennyLaneAI/pennylane,34954b560a95125c0852886346ca8c7915142e11
PennyLaneAI/pennylane,a3c9a9dcf16254b72426b61ceae72c9b67e733e2
PennyLaneAI/pennylane,f542738a9d89b375cbf8b08970da66981bfdc113
PennyLaneAI/pennylane,a650ae19a80a322c7573a53e53a8c678c58b9407
PennyLaneAI/pennylane,73bd1816c1ffcfd5dda8282a459a8a5b3ec07c2c
PennyLaneAI/pennylane,43ff4c51eec56a1fba2b39380117c1098b354ee2
PennyLaneAI/pennylane,741ba3a6a0d1e7fad0a9ba53330b5832361538b4
PennyLaneAI/pennylane,fd60d39d1d29ed95f46fbae796c03e51f40cd53d
PennyLaneAI/pennylane,8c8f79802262f52d54904bdac35368b7a09fd549
PennyLaneAI/pennylane,0e56c49b345e8302d74b206fc3b0b4992b0a21b8
PennyLaneAI/pennylane,8170f89f7f94b17c6f0c8c89d3111fbf79fe692a
PennyLaneAI/pennylane,5bce2a09ae8a6b13d8d31e8e91579a59ea1dc4d1
PennyLaneAI/pennylane,7e784b0ef0aa91446894192519fa03a03cc73a1d
PennyLaneAI/pennylane,7409fd90d64e7f8f6f7b2c5ce14927b16f4aaaf1
PennyLaneAI/pennylane,635b19ea2fd843fc504d89c179e837badc7cc2e8
PennyLaneAI/pennylane,0f67e0bbbdd3b50bd0379784e2b78c78f14c0027
PennyLaneAI/pennylane,d6fc80931cb051544b4d215317495c70c2ead054
PennyLaneAI/pennylane,aba87f1387234cdd7e4ece841e8c4311ceda05c0
PennyLaneAI/pennylane,06a495ce25e585327e188197c8c7a6f19dd58a26
PennyLaneAI/pennylane,1c40513a52adebe5be2707b6d0df9002b5190df2
PennyLaneAI/pennylane,d9383f6057e831142a4058b987ee2e4045b61feb
PennyLaneAI/pennylane,b266dc016209e9797441d9b2122b7c32adcfa468
PennyLaneAI/pennylane,15381bb5b4ebd8db24152a4a40e89d95c3503c91
PennyLaneAI/pennylane,8d68755e78d3541c672949175969554857a0f5b8
PennyLaneAI/pennylane,4bd310f101e6c3ff8c2524cd303bb87bed1206c2
PennyLaneAI/pennylane,22f9995f1940fd7a81aa92cb131cdbf2f338c9aa
PennyLaneAI/pennylane,ab8fa7f06c736c8c145f3259672a8fb9e5bedb9f
PennyLaneAI/pennylane,6ecd0272b52ea31f0c3906fceaa69d2c49e269fb
PennyLaneAI/pennylane,08c2e3b858dbd8d8e4000e85e7aeeb02f2f37fa8
PennyLaneAI/pennylane,5dc52a5a9360fec8be5e2dadfee18536c5bf38d7
PennyLaneAI/pennylane,936a5cf626b2f933dbb6a766bb1baa78a739cfcc
PennyLaneAI/pennylane,daa6b1593b3e6af178ecdc7132855eb3166cfd98
PennyLaneAI/pennylane,f1708363dabade5cc22a96ec40d1d028a32ace86
PennyLaneAI/pennylane,35ea58d13ca71dda742639bd1421d674a03d4d40
PennyLaneAI/pennylane,7678c64e68dea0b45df449e86a16303df8420f45
PennyLaneAI/pennylane,407517cdb245113370f3c9579d6ed71bf9c2291e
PennyLaneAI/pennylane,f8e385d510a79452592d51ee9e4dfc7ee2f101d2
PennyLaneAI/pennylane,a17b0ed1824462a0e9e26901dd6789db3b60493a
PennyLaneAI/pennylane,bd8061a170766accbb2c16d43fa96d61256a9449
PennyLaneAI/pennylane,beaf0a6cce59dcc45cb0bc3607464e1ddc4dfa21
PennyLaneAI/pennylane,22685e1191d57d445f9ec4fa460a52a5124e1348
PennyLaneAI/pennylane,a54d32b19b335035323bfc7dae5ad7a87b43b61f
PennyLaneAI/pennylane,46d94dbf8fed4db6995d04d44f94a15650ecc983
PennyLaneAI/pennylane,178b772435e1f22e19afc8aa828d9221d20ad719
PennyLaneAI/pennylane,fc09c3a2981f28f3702552dd7c395ff1740f859b
PennyLaneAI/pennylane,032ea13e5a68eea1c4be729503ddb01b2d836d67
PennyLaneAI/pennylane,7664a34aed5bd4e5bf81a132d80f53cae91e2652
PennyLaneAI/pennylane,fce19fc82a3c15ec6fb844649e8fc83dbcbc475f
PennyLaneAI/pennylane,12c3dc2e16d5010055bc238e065faab9fba775eb
PennyLaneAI/pennylane,d99b2f9e20ce04b4b733fd57f5ccd10612c7eace
PennyLaneAI/pennylane,3554668156c9f8dea45805092f5752c9b04d124d
PennyLaneAI/pennylane,ad7ee0abad7eb5994137bb76c2fb610851e22752
PennyLaneAI/pennylane,8e1401caa3bb74980c09db219c88eebb666d056f
PennyLaneAI/pennylane,fe5d1dffa152fd34e4f9224df02eecb219affa06
PennyLaneAI/pennylane,f91bc31b89678503c1819109d0e46d596ae7a399
PennyLaneAI/pennylane,cf3cdb174f33ce5e8bad466ae04a802c9c08f1c9
PennyLaneAI/pennylane,7fb38642b73414aaad5de19c74e93b7253c54010
PennyLaneAI/pennylane,53b739d24ec93fb66c1e1e9c83c2ff4031ef561a
PennyLaneAI/pennylane,88be620a04a802380d07dbdd84acb48a8f245fe6
PennyLaneAI/pennylane,53e1dc83a107b4de7f2be8945bb25bc47d5f4449
PennyLaneAI/pennylane,1be8f92adceedd712d75dc16bae158c2078e17c5
PennyLaneAI/pennylane,ce7c1dea59a8fa07affd98986066c10e31f0e1f4
PennyLaneAI/pennylane,6d36390382f4588acf34e91fb5123f4aab624d41
PennyLaneAI/pennylane,559b1bf47922e7113744373650720bac2a5e3841
PennyLaneAI/pennylane,bf36183614ad72e7bc7a206a618d865d44c87934
PennyLaneAI/pennylane,b7754de19aa0b659802294e1e0e7bccbfa2b8eb8
PennyLaneAI/pennylane,0410be66bc5a549ba269ffcd1de3c799cc61a598
PennyLaneAI/pennylane,be468c9ee0567b3de91cc2ae597eacbea84ed56e
PennyLaneAI/pennylane,ffeb61fcf73df3ed5a0a53dc4ca0ea90fe24b171
PennyLaneAI/pennylane,1de545dd1df74e7c20eb06f86f1ecb2aba9e28dc
PennyLaneAI/pennylane,1cfc126fc250a648cdc878d51a522b854b408c24
PennyLaneAI/pennylane,0b7c721ac853df92dcfc56793a38663f22ea0094
PennyLaneAI/pennylane,94e809840cda97dbf7464469b58859738df505a9
PennyLaneAI/pennylane,c18853f114e18e156400b903a990f673ad856f37
ProjectQ-Framework/ProjectQ,1c07475ad9dbc30baedddf78fddafa96112ffcdc
unitaryfund/mitiq,03e0d069752a1c92027b5988428ad08249bdd68b
microsoft/qsharp-runtime,f4a4a6d959dc0e97bc8dc12fc67ddbe78423f5fe
PennyLaneAI/pennylane,4d5ce6ce11c416b68f0918e7e3ef74e1a75d8b55
dwavesystems/dwave-system,abce195feee853ed9a82694af72c3fb59818bb4e
ProjectQ-Framework/ProjectQ,0c55553b3dd12ff4dcb7cf277a3d30abf2050e44
quantumlib/Cirq,a3ab283cecf50c9e74e6f5a586e07f63e55cac8a
ProjectQ-Framework/ProjectQ,10b4077acb81e8abe7a1e4220ed8eb20011e7f2e
ProjectQ-Framework/ProjectQ,b13748d3df2dd11b6181929c1ef0a571e61ce7f9
microsoft/qsharp-runtime,00818415e46a90d880f4b4cc11a4f89ab88ff8ff
ProjectQ-Framework/ProjectQ,539b3bfb076f7dd6e409901fe3d55b7cc18ac4ee
xanaduai/strawberryfields,5ecac45f620bb9769b2e2ab4ea9d456459b96131
microsoft/qsharp-runtime,e1d4c07c299b31d3486647e0ce3748df97a0d786
Qiskit/qiskit-aer,72674296de7de6cfdf812595be33a2f6f637a29f
ProjectQ-Framework/ProjectQ,dfff0f35294c9a9081359e484fe20e972547f157
PennyLaneAI/pennylane,d6ea8b514d41125471b82e821e15ab270003f71a
aspuru-guzik-group/tequila,a67fe808c165c5f30a30d9745cfb8155b47c7eca
aspuru-guzik-group/tequila,2790f8ee8bc6564a3482d0d2176c743ab5b9e3d7
Qiskit/qiskit-ignis,23d5ef8231d0bb95cb03ad9b1b62ee37757b24b3
Qiskit/qiskit-terra,e8c5a7e41b20fe3a4a1370d95a08be0c9b47c489
ProjectQ-Framework/ProjectQ,91b50e6a2e260031daa59b064c6f736650714351
ProjectQ-Framework/ProjectQ,76c169b740765252a13c9c530ba181d47ac9722f
ProjectQ-Framework/ProjectQ,abe86ed61697fe656de2b6120f54566d2b51c471
ProjectQ-Framework/ProjectQ,bd8ef09c783804e5153be507049655d05468ea11
ProjectQ-Framework/ProjectQ,5d2aa2276f7019ac3759dd8f0781dea4b1425511
ProjectQ-Framework/ProjectQ,1ff10be7068111988a064b0bd9b45764967bda91
QE-Lab/OpenQL,df6262d59d0071bb3121090460143814cab142e7
QE-Lab/OpenQL,bd8d4e645b18bd73c1d7b2fa2b421e52927f3dee
aspuru-guzik-group/tequila,2fab2353ed96acdc80bdc65eccac43031b98180b
eclipse/xacc,9898fb896b1f94d93050f622b27271aad3894a18
QE-Lab/OpenQL,59f9dbfc34c84c95742dea21588ba0ca2045aff7
PennyLaneAI/pennylane,d6ea8b514d41125471b82e821e15ab270003f71a
aspuru-guzik-group/tequila,be70211e1b4cad4326f01f9b2f790643255a7aaa
QE-Lab/OpenQL,62c7b66353358d218d82ec6fac2445fd0b273dca
xanaduai/strawberryfields,45309dcad0133d2c59a91c09ab294bef29a7a621
QE-Lab/OpenQL,21bc4b7ca18c51c9263d7db421f11ef1bbd9bbbe
quantumlib/Cirq,4dae9b2c766fb9cd5a24bce655020b63c0ed47ac
Qiskit/qiskit-aer,48498dd0edc4e1ed1ee4bb287edd89541af104b2
Qiskit/qiskit-terra,d2098068d31f4c04e7dee228a27951a3dde3b4f9
QE-Lab/OpenQL,ee8278987b10a4dca2fb9d745e526935a7e18a99
QE-Lab/OpenQL,545748fdcd7dce98427df5987718239a61b2fda9
Qiskit/qiskit-aer,43580139161c5b96456ff984fa84a47c5fbcca9a
eclipse/xacc,e5252e7a6560b83a12cd50bf59d839596c2939a7
PennyLaneAI/pennylane,2096a60c3f94fa9c06dd6a414f8d93b690f136f6
QE-Lab/OpenQL,df683898e04d4fc96c360f10a6779e2c5c891622
xanaduai/strawberryfields,beb7500622712186a9bf7f27fd3d8f354ac17d35
QE-Lab/OpenQL,ae892f9d7551db914082d855859ff40997fc3237
QE-Lab/OpenQL,9dc5f2b7bff77c3c76690b118184311386b1c8be
QE-Lab/OpenQL,f14032e20600923151edf87b4f9479f335c2a283
QE-Lab/OpenQL,64db4c137b64cdb616cb04d1e086ebc09cae929e
QE-Lab/OpenQL,ee5e3b2b93d0842d02cacd6eb6ef8228643331f4
QE-Lab/OpenQL,9584ad80afd273712b2628dbfa33a62799838926
QE-Lab/OpenQL,5b019ee054d045f076de02e0b286dd3be0d5b13a
QE-Lab/OpenQL,47e68023c65e5b1eed3a26066fbddfa196e1717e
QE-Lab/OpenQL,85ba1e203ca1f35878ba39a49e747d1adb1da49e
QE-Lab/OpenQL,f0b7cc7043d2832ddd249310c729e9d86c3d9b95
QE-Lab/OpenQL,f6f6bb93caea5cb4a3cf1614594edcea98e8cdb1
QE-Lab/OpenQL,31c3c688d3ed0b66e52b3d5d0fe8b1bb219b88f7
QE-Lab/OpenQL,5055e6a2d11999d262e610a8e0d5210d7691a2be
QE-Lab/OpenQL,9722968a0c698566376ff6fe8cba658868683634
QE-Lab/OpenQL,42e5492fe79465182a355c4807ce3cedfa21efab
QE-Lab/OpenQL,d9f19b59674376a49fbd45417f6d3acf0fdd9648
QE-Lab/OpenQL,7e920c26e3eb08ee1f2713716113f7e4ce0baebd
QE-Lab/OpenQL,bfa87ad0ec026e24cb968706e1d136cee1c81265
QE-Lab/OpenQL,9c0b1f1a88d997095cdddea9def4a0a766a26c0c
QE-Lab/OpenQL,7fc95859c62af1ca44a9ec382e9e5cbfd2bdf5a0
QE-Lab/OpenQL,ff1024c201bd0d418bc4f5293ffa661a3c7e563e
QE-Lab/OpenQL,edbc6bfe32ead0118c0bdcd2461378c7bedd3f92
QE-Lab/OpenQL,c14c979b081da1702962560f41d36f96a5d04297
QE-Lab/OpenQL,2412eb6b3dea2052d1ff2f5b6f2e05330aa10ee1
xanaduai/strawberryfields,a168124c8fc5a51e99e8808e756b7fbd678be9bd
Qiskit/qiskit-terra,00d37c780dba447551e1e544a12b3aef10a43d53
Qiskit/qiskit-aer,f3b4303f478ff84bf8da15761827287d3a2f16e4
unitaryfund/mitiq,6f66672740d1322995916dbeb1ffc2f94403baac
Qiskit/qiskit-aer,acd216d040c0d9ec1161c82331820841cb13386f
Qiskit/qiskit-aer,23d646703ee1821866591294c9cb5f70bcb9d3a8
Qiskit/qiskit-terra,3c220265117f6d1a2a9661c7f01852b388ff5be9
eclipse/xacc,c334829352fc2b490c407b6a09fb767a16516bbf
Qiskit/qiskit-terra,32aba60331d6a6789e4656fb5c772d913e17389c
qulacs/qulacs,ae8299f5eae4c83b1741bb9c683802ceb49cf4ef
aspuru-guzik-group/tequila,9b673ce6df5dc35eacb2f8a4bfae76ff5b243a86
xanaduai/strawberryfields,098caa660133c6bcdb357c2599e4a561100c5686
ProjectQ-Framework/ProjectQ,dd34daa10b91e68b89be14c6b375f869ac9d04a2
Qiskit/qiskit-aer,7d68448d5ab0ad3541bf2697f2d4bc30824108a5
aspuru-guzik-group/tequila,4381d315ea1f0b17cbb68243f756d83b73d759d0
microsoft/qsharp-runtime,eaafd1ba3e4e421655889bdf2f5d0daa18ae96f2
dwavesystems/dwave-system,00fa6703c7e550314e5ea171ca4c10d15282079c
Qiskit/qiskit-aer,d102f9d1600c915da588c1752415506c3439418e
xanaduai/strawberryfields,6fd7aaa2332eb2d283034b03984acaeb06e785ac
Qiskit/qiskit-ignis,864663d2f6212d893731ec2b5678592e4f9a4a02
Qiskit/qiskit-aer,a33079134e13b46c135c06698367d2b6591b4ee3
Qiskit/qiskit-aer,8b882f53cd4b340505f2ab9716f87e669c1448a3
Qiskit/qiskit-aer,a3d620ff1359bce123e0a8964349e1238afe3c5e
Qiskit/qiskit-aer,18c1f2cc84ebb6701bcad835f87af237b9e4d9c3
Qiskit/qiskit-aer,942e47111a0c0362574aa173b6f41765041d442c
Qiskit/qiskit-aer,d8851a055340e072e3c569d874e274e5f14be21a
Qiskit/qiskit-aer,38c1677fd032125fe3428e06d278c2e4a89a0a24
Qiskit/qiskit-aer,71c940bb99f36683d89e8c14736106a9c746d7c0
Qiskit/qiskit-aer,8d0d5b01a978ec17e2ed3beb7d4969b62a689a5c
Qiskit/qiskit-aer,d0cc516173183aa8cda12741014a43d7eced6175
Qiskit/qiskit-aer,826bff98820e4856bce7c9510df646b0aabf2b4d
Qiskit/qiskit-aer,239f47760dfef468faafc9c14f064c76f42fa5e6
Qiskit/qiskit-aer,5460447030b64b704da92375c8fe2fda9bd1c93a
Qiskit/qiskit-aer,4f7ab54f4193da4f942e54ac24f6bdfbb7d2c185
Qiskit/qiskit-aer,2c323a34ea703285b5fb0e130bb18a74fafbacc2
Qiskit/qiskit-aer,97c81ecdcb24d8218eb5473d865469a49e4f4cc0
Qiskit/qiskit-aer,dcbdf4a66315d564d11e64af3afb03173852369b
Qiskit/qiskit-aer,c13a857a930c1eddfc73c71d93b792c862c93bfc
Qiskit/qiskit-aer,f7aab662a984e95fa61fdef721a7acbb9d188a9b
Qiskit/qiskit-aer,26248a6d585a4a3b19573135d43fc5bbd057c791
Qiskit/qiskit-aer,f50f609dee6b7293b97e13d5642bc682f9f181d4
Qiskit/qiskit-aer,241c3d2f445cd55978da06dc0f51df80743d1a9d
Qiskit/qiskit-aer,a6bd64f086ea3d0b7a0bb80dd453c31321563d1b
Qiskit/qiskit-aer,0e23019c2fcc37d64347c8cb6506c8fdcc5d2baf
Qiskit/qiskit-aer,036f534463204e0bdf29c75674fad3204299243d
Qiskit/qiskit-aer,83b2c726a48daae298449aa0e3acf87e3f5d1501
Qiskit/qiskit-aer,90ca5b39b874caefff01a35d79431948543708eb
Qiskit/qiskit-aer,1a51d273dec6e00f62495d2dca97d7f09e72755f
Qiskit/qiskit-aer,6c0a23a470ac9a1c5bba301c6ec4c3759bea6ab5
Qiskit/qiskit-aer,119d54432dd6a5b88e1d14ab2fd7472f4f4cc937
Qiskit/qiskit-aer,c3f79b7e28c49b81baccce10bb179e3b2e504049
Qiskit/qiskit-aer,dffb1d7b1e5eb10b4c4e8ec7486690f0d747effd
Qiskit/qiskit-aer,16fc8caccc60959d27011958b92af91f92c5658f
Qiskit/qiskit-aer,fe930388336688b61d0df3dfd424331fdd1e42d9
Qiskit/qiskit-aer,4acf17f1f38d3a5677b46a912824669da5ed067e
Qiskit/qiskit-aer,d6b69942e9cb31ef969c455f180a37008ff663e0
Qiskit/qiskit-aer,d69f7e921f120a7db62705f4cf0498eaee9b02dc
Qiskit/qiskit-aer,2c634904a49d1deac5da67d03623d90fe166ef61
Qiskit/qiskit-aer,5f27f23f6bd00bc9014921fb859a2f25f0268259
Qiskit/qiskit-aer,33f13152ad4b101e7800dfd3cfafe05dc5235f43
Qiskit/qiskit-aer,8ef3708c856708496dc54a1326fa6127097afab7
Qiskit/qiskit-aer,212e82b294140d9d76dc3826e3d14c39fd458d40
Qiskit/qiskit-aer,6c4dffcc7772eec624ebb6ad011279d927ed53bd
Qiskit/qiskit-aer,b95a57fbfa743d4622e7c591da07397b9d2793c3
Qiskit/qiskit-aer,d9d4593b1439663d2f2f9aa6bf2647da9a0c4c23
Qiskit/qiskit-aer,6cf7b31cb01481098641fa0bf60ca808ac54d074
Qiskit/qiskit-aer,cf6b2f1a74ccabd977555b867a702927f39bd7c0
Qiskit/qiskit-aer,f158742bf9b41caa18546617b78100e0f6afcd0b
Qiskit/qiskit-aer,97987512f1fb8703cc497e6f125d8f2e897abdec
Qiskit/qiskit-aer,814dccc41708bb74a70f59fb4d8e658a28bfba88
Qiskit/qiskit-aer,fc5e71ad18cb5ced8f4a070ab5e91a108b05258d
Qiskit/qiskit-aer,47820f367967851e45fbce76d609d62e678d70b4
Qiskit/qiskit-aer,b660e8b5ca0a4d5fe719e860681f29812293bd59
Qiskit/qiskit-aer,dff593f71481f7b4c42d83c75669093d84c653f1
Qiskit/qiskit-aer,248bc9e586fcf1015ec2ea68947a1a7824943202
Qiskit/qiskit-aer,3c3cf911a2bca8f2ec67769eb1dc329f0e6f92f2
Qiskit/qiskit-aer,efa221bb9491b1d2e557bee19659cff810885b31
Qiskit/qiskit-aer,5698e6e6a4eed25a9373e0735d52dcea7fa1f513
Qiskit/qiskit-aer,0fe86a7f5545e191158c580e7d98969eace01cea
Qiskit/qiskit-aer,90831eb3e77553765243a79dc3c07b56329cad30
Qiskit/qiskit-aer,5a72c02e6c9a6aacc95a2cb6bfa641874e34a18c
Qiskit/qiskit-aer,a0ddd8de24ce2c51538373e81152c0277043c3a6
Qiskit/qiskit-aer,12b9a2305fd0ca1319b3046aefacc05886395bbc
Qiskit/qiskit-aer,67c2bd9bbfe4fc95fc34ef1688469a10e703d01d
Qiskit/qiskit-aer,9197a2cdbd171a63835d07a828bb478b814448a6
Qiskit/qiskit-aer,9383eb6f6d597c1dc09a2cc10d40b914c138be5b
Qiskit/qiskit-aer,6cd0215531732641d09f7f2967d4cf01b3f24a0f
Qiskit/qiskit-aer,83798b27643f2fa04047a505ef9b29355c4a13ae
Qiskit/qiskit-aer,8353fc635e3e2dd527f1886e554ec202c4e48cd0
Qiskit/qiskit-aer,cee5c4f24a1bec330d7c740840d9cbc5fe2b99bf
Qiskit/qiskit-aer,9adbbb19efe22bd1e5b844e77417599b8e7f49cc
Qiskit/qiskit-aer,e005425f852c45b0a8fb2a48f5b09287ab28f0c1
Qiskit/qiskit-aer,725da05a5953e006970a3517a5d4463cc5ddc09a
Qiskit/qiskit-aer,e9cb99fc1ca2b19a81988e8764fdc316f09357a5
Qiskit/qiskit-aer,d3ed41e43a75199a5f329deb3eae35485571f379
Qiskit/qiskit-aer,bd91677ec38c0bb0306807acae9c223d1e0e5164
Qiskit/qiskit-aer,109e20fb4e24cae36a82e9e50ab11e26cee67895
Qiskit/qiskit-aer,224b8755b1d85634a754756cd542e604dc4081fd
Qiskit/qiskit-aer,0d6875ec4ef94ee43935e6aa277976d2f1641b9a
Qiskit/qiskit-aer,4963e14e05bec4abfc9c95d2bbd82baf2318d908
Qiskit/qiskit-aer,309b9aa1ba5b498b154607aca86c20a6f01bf904
Qiskit/qiskit-aer,eea9a48ddf193bb91d0196c180034ded9d89fa32
Qiskit/qiskit-aer,60906aaf637f45d1c8be8286357e9d0bfcde8a25
Qiskit/qiskit-aer,f26cb6a567a37257001df9fffdf8c6d7863108f7
Qiskit/qiskit-aer,6b698549be47cdd21ed28bd8d3c0e958ce4bb75d
